year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,8,B6,JETBLUE AIRWAYS,PDX,"Portland, OR: Portland International",62,25,13.12,1.92,6.24,1,2.72,1,0,1717,797,257,431,34,198
2023,8,B6,JETBLUE AIRWAYS,PHL,"Philadelphia, PA: Philadelphia International",58,18,6.86,1,2.22,0,7.92,2,0,852,248,118,90,0,396
2023,8,B6,JETBLUE AIRWAYS,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",62,31,17.88,0,4.7,0,8.42,2,2,2226,1347,0,251,0,628
2023,8,B6,JETBLUE AIRWAYS,PIT,"Pittsburgh, PA: Pittsburgh International",88,32,18.12,1,3.26,0,9.62,2,0,2324,965,67,213,0,1079
2023,8,B6,JETBLUE AIRWAYS,PSE,"Ponce, PR: Mercedita",62,34,15.99,0.43,2.21,0,15.37,1,0,3458,1655,29,98,0,1676
2023,8,B6,JETBLUE AIRWAYS,PVD,"Providence, RI: Rhode Island Tf Green International",93,32,13.32,1.87,8.41,0.41,7.99,5,1,2646,1164,143,462,12,865
2023,8,B6,JETBLUE AIRWAYS,PWM,"Portland, ME: Portland International Jetport",110,35,15.45,0,6.48,0,13.07,2,0,2314,1020,0,330,0,964
2023,8,B6,JETBLUE AIRWAYS,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",325,129,69.53,1.35,20.03,0.23,37.86,11,1,9961,5398,69,849,10,3635
2023,8,B6,JETBLUE AIRWAYS,RIC,"Richmond, VA: Richmond International",151,80,38.33,3.38,9.16,0,29.13,8,0,6298,2920,267,440,0,2671
2023,8,B6,JETBLUE AIRWAYS,RNO,"Reno, NV: Reno/Tahoe International",62,28,14.16,0,4.14,0,9.7,2,0,2305,1118,0,247,0,940
2023,8,B6,JETBLUE AIRWAYS,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",93,40,19.1,0,6.01,0,14.88,1,0,2926,1311,0,341,0,1274
2023,8,B6,JETBLUE AIRWAYS,RSW,"Fort Myers, FL: Southwest Florida International",273,79,39.59,0,21.54,0,17.87,9,5,6020,3009,0,1114,0,1897
2023,8,B6,JETBLUE AIRWAYS,SAN,"San Diego, CA: San Diego International",154,60,24.45,3.02,20.73,0.5,11.31,1,1,3085,1352,251,824,9,649
2023,8,B6,JETBLUE AIRWAYS,SAT,"San Antonio, TX: San Antonio International",62,13,6.32,0,5.86,0,0.83,0,0,560,283,0,244,0,33
2023,8,B6,JETBLUE AIRWAYS,SAV,"Savannah, GA: Savannah/Hilton Head International",124,33,16.97,0,4.17,0.61,11.25,5,0,2920,1524,0,325,63,1008
2023,8,B6,JETBLUE AIRWAYS,SEA,"Seattle, WA: Seattle/Tacoma International",182,47,23.62,0,15.56,0,7.82,3,1,2954,1496,0,741,0,717
2023,8,B6,JETBLUE AIRWAYS,SFO,"San Francisco, CA: San Francisco International",448,133,60.79,2.64,39.78,0,29.79,4,0,7994,4494,66,1350,0,2084
2023,8,B6,JETBLUE AIRWAYS,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",62,29,13.63,0,4.16,0.5,10.71,0,1,1512,822,0,131,14,545
2023,8,B6,JETBLUE AIRWAYS,SJU,"San Juan, PR: Luis Munoz Marin International",883,411,204.49,7.56,76.05,0.44,122.47,26,3,37422,19109,571,4561,38,13143
2023,8,B6,JETBLUE AIRWAYS,SLC,"Salt Lake City, UT: Salt Lake City International",217,74,34.48,4.27,9.88,0.39,24.98,3,0,6102,2939,277,646,12,2228
2023,8,B6,JETBLUE AIRWAYS,SMF,"Sacramento, CA: Sacramento International",62,27,11.64,0,5.57,0,9.79,0,0,2060,1019,0,281,0,760
2023,8,B6,JETBLUE AIRWAYS,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",31,4,1.38,0,1.26,0,1.36,4,0,530,32,0,445,0,53
2023,8,B6,JETBLUE AIRWAYS,STT,"Charlotte Amalie, VI: Cyril E King",35,22,7.16,0,3.55,1.51,9.78,2,0,1584,417,0,184,41,942
2023,8,B6,JETBLUE AIRWAYS,SYR,"Syracuse, NY: Syracuse Hancock International",93,38,14.59,1.17,5.85,0,16.39,2,0,4104,1313,296,384,0,2111
2023,8,B6,JETBLUE AIRWAYS,TPA,"Tampa, FL: Tampa International",477,156,72.69,0.97,24.7,0.76,56.87,45,5,12917,6455,64,910,29,5459
2023,8,DL,DELTA AIR LINES INC.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",144,31,15.53,0.08,8.77,0,6.62,2,0,1513,741,10,310,0,452
2023,8,DL,DELTA AIR LINES INC.,ALB,"Albany, NY: Albany International",120,38,21.66,2.89,4.11,0,9.34,3,0,3431,2293,134,145,0,859
2023,8,DL,DELTA AIR LINES INC.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",331,44,16.98,2.87,15.33,0,8.82,0,1,2346,1226,227,363,0,530
2023,8,DL,DELTA AIR LINES INC.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",19716,3416,928.68,169.57,935.84,1,1380.91,475,125,303248,110115,22089,70200,43,100801
2023,8,DL,DELTA AIR LINES INC.,ATW,"Appleton, WI: Appleton International",31,4,1.09,1,0.79,0,1.12,1,0,574,125,292,105,0,52
2023,8,DL,DELTA AIR LINES INC.,AUS,"Austin, TX: Austin - Bergstrom International",1082,242,121.28,5.98,40.5,0,74.24,20,5,19570,10166,817,2111,0,6476
2023,8,DL,DELTA AIR LINES INC.,AVL,"Asheville, NC: Asheville Regional",191,38,14.94,5.02,8.19,0,9.85,7,0,2336,848,280,414,0,794
2023,8,DL,DELTA AIR LINES INC.,BDL,"Hartford, CT: Bradley International",361,56,37.15,2.4,5.12,0,11.32,2,0,4051,2959,176,258,0,658
2023,8,DL,DELTA AIR LINES INC.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",254,54,24.52,3.1,10.8,0,15.58,14,0,3290,1132,519,429,0,1210
2023,8,DL,DELTA AIR LINES INC.,BIL,"Billings, MT: Billings Logan International",103,21,15.58,0,1.44,0,3.98,2,0,1672,1254,0,60,0,358
2023,8,DL,DELTA AIR LINES INC.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",31,12,8.13,0,1.41,0,2.45,0,0,811,579,0,55,0,177
2023,8,DL,DELTA AIR LINES INC.,BNA,"Nashville, TN: Nashville International",736,152,77.38,7.17,24.1,0,43.36,9,0,10263,4982,626,1360,0,3295
2023,8,DL,DELTA AIR LINES INC.,BOI,"Boise, ID: Boise Air Terminal",283,51,21.86,4.01,10.44,0,14.69,3,0,3198,1584,240,441,0,933
2023,8,DL,DELTA AIR LINES INC.,BOS,"Boston, MA: Logan International",2338,498,129.94,16.81,147.11,0,204.14,27,3,37855,12993,1479,6823,0,16560
2023,8,DL,DELTA AIR LINES INC.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",143,23,13.16,1.47,4.68,0,3.68,4,1,2031,1280,175,402,0,174
2023,8,DL,DELTA AIR LINES INC.,BTV,"Burlington, VT: Burlington International",44,10,5.15,0.08,1.93,0,2.84,0,0,558,253,15,53,0,237
2023,8,DL,DELTA AIR LINES INC.,BUF,"Buffalo, NY: Buffalo Niagara International",250,78,40.4,2.74,15.61,0,19.26,5,0,5486,3022,295,671,0,1498
2023,8,DL,DELTA AIR LINES INC.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",466,106,50.14,9.16,14.73,0,31.97,6,0,8290,2981,1728,1123,0,2458
2023,8,DL,DELTA AIR LINES INC.,BZN,"Bozeman, MT: Bozeman Yellowstone International",199,40,25.11,0,4.38,0,10.51,2,1,3325,2628,0,202,0,495
2023,8,DL,DELTA AIR LINES INC.,CAE,"Columbia, SC: Columbia Metropolitan",133,17,5.57,2.66,2.42,0,6.35,3,0,880,278,177,94,0,331
2023,8,DL,DELTA AIR LINES INC.,CHA,"Chattanooga, TN: Lovell Field",94,24,13.74,1.22,3.65,0,5.4,4,0,2007,1301,77,118,0,511
2023,8,DL,DELTA AIR LINES INC.,CHO,"Charlottesville, VA: Charlottesville Albemarle",31,3,1.13,1,0.02,0,0.85,0,0,317,74,83,1,0,159
2023,8,DL,DELTA AIR LINES INC.,CHS,"Charleston, SC: Charleston AFB/International",347,60,26.6,2.68,13.18,0,17.55,12,1,3695,1801,128,679,0,1087
2023,8,DL,DELTA AIR LINES INC.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,5,3.17,0,1.25,0,0.58,1,0,341,121,0,186,0,34
2023,8,DL,DELTA AIR LINES INC.,CLE,"Cleveland, OH: Cleveland-Hopkins International",275,66,31.4,2.45,13.62,0,18.53,3,1,5128,3025,217,681,0,1205
2023,8,DL,DELTA AIR LINES INC.,CLT,"Charlotte, NC: Charlotte Douglas International",601,101,46.76,6.63,21.96,0,25.65,9,1,9448,5048,846,1057,0,2497
2023,8,DL,DELTA AIR LINES INC.,CMH,"Columbus, OH: John Glenn Columbus International",282,47,27.25,5.19,7.67,0,6.89,3,0,4062,2853,300,267,0,642
2023,8,DL,DELTA AIR LINES INC.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",62,21,14.27,1.36,2.91,0,2.46,0,0,1174,679,94,93,0,308
2023,8,DL,DELTA AIR LINES INC.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",720,151,62.56,5.64,25.05,0,57.75,10,1,10779,4833,539,990,0,4417
2023,8,DL,DELTA AIR LINES INC.,DAB,"Daytona Beach, FL: Daytona Beach International",124,23,12.15,0.43,7.21,0,3.21,5,0,1667,1031,45,325,0,266
2023,8,DL,DELTA AIR LINES INC.,DAL,"Dallas, TX: Dallas Love Field",265,81,36.61,4.55,21.32,0,18.52,5,1,6651,3383,358,1027,0,1883
2023,8,DL,DELTA AIR LINES INC.,DAY,"Dayton, OH: James M Cox/Dayton International",110,22,10.73,1.01,2.16,0,8.1,1,0,1726,1120,132,99,0,375
2023,8,DL,DELTA AIR LINES INC.,DCA,"Washington, DC: Ronald Reagan Washington National",697,171,82.84,8.11,37.91,0,42.14,14,8,10280,4763,657,1563,0,3297
2023,8,DL,DELTA AIR LINES INC.,DEN,"Denver, CO: Denver International",1127,283,111.56,8.07,109.05,0,54.32,7,4,17700,8909,565,4219,0,4007
2023,8,DL,DELTA AIR LINES INC.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",953,219,104.36,4.02,51.67,0,58.95,15,5,13855,7495,299,2232,0,3829
2023,8,DL,DELTA AIR LINES INC.,DSM,"Des Moines, IA: Des Moines International",93,19,6.89,1.24,3.76,0,7.1,3,0,2046,1159,209,293,0,385
2023,8,DL,DELTA AIR LINES INC.,DTW,"Detroit, MI: Detroit Metro Wayne County",5436,899,294.11,31.83,182.39,0.59,390.09,115,21,77603,30383,3190,11167,44,32819
2023,8,DL,DELTA AIR LINES INC.,ECP,"Panama City, FL: Northwest Florida Beaches International",151,36,20.02,0.33,5.38,0,10.27,3,0,2235,1278,38,155,0,764
2023,8,DL,DELTA AIR LINES INC.,ELP,"El Paso, TX: El Paso International",62,12,6.23,1.81,1.95,0,2,2,0,801,435,174,64,0,128
2023,8,DL,DELTA AIR LINES INC.,EWR,"Newark, NJ: Newark Liberty International",586,108,58.51,6.6,22.4,1,19.49,11,0,7284,3903,829,1505,53,994
2023,8,DL,DELTA AIR LINES INC.,EYW,"Key West, FL: Key West International",124,27,11.04,1.82,9.38,0,4.75,5,1,2250,1354,114,506,0,276
2023,8,DL,DELTA AIR LINES INC.,FAI,"Fairbanks, AK: Fairbanks International",93,19,10.46,1,3.76,0,3.79,0,1,2030,1612,19,128,0,271
2023,8,DL,DELTA AIR LINES INC.,FAR,"Fargo, ND: Hector International",63,9,4.54,0,0.86,0,3.6,0,0,1031,678,0,36,0,317
2023,8,DL,DELTA AIR LINES INC.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31,16,7.01,0,2.27,0,6.72,4,0,1668,877,0,170,0,621
2023,8,DL,DELTA AIR LINES INC.,FCA,"Kalispell, MT: Glacier Park International",93,31,14.71,0,12.48,0,3.81,0,0,1041,571,0,357,0,113
2023,8,DL,DELTA AIR LINES INC.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",941,224,107.04,8.53,70.47,1.45,36.5,10,5,13794,6970,847,3618,79,2280
2023,8,DL,DELTA AIR LINES INC.,FSD,"Sioux Falls, SD: Joe Foss Field",62,25,12.02,0,4.73,0,8.25,1,0,2041,1329,0,256,0,456
2023,8,DL,DELTA AIR LINES INC.,GEG,"Spokane, WA: Spokane International",356,71,40.36,2.72,7.3,0,20.62,3,0,5602,3071,71,210,0,2250
2023,8,DL,DELTA AIR LINES INC.,GNV,"Gainesville, FL: Gainesville Regional",136,27,10.7,1.36,6.74,0,8.2,7,0,1984,721,258,275,0,730
2023,8,DL,DELTA AIR LINES INC.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",111,16,10.94,0,2.73,0,2.34,3,0,935,570,0,222,0,143
2023,8,DL,DELTA AIR LINES INC.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31,10,4.05,0.32,2.07,0,3.56,0,0,773,274,43,46,0,410
2023,8,DL,DELTA AIR LINES INC.,GRR,"Grand Rapids, MI: Gerald R. Ford International",239,52,26.89,2.91,10.1,0,12.09,3,0,2955,1515,230,313,0,897
2023,8,DL,DELTA AIR LINES INC.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",190,29,14.47,3.77,1.92,0,8.84,3,0,2297,975,447,147,0,728
2023,8,DL,DELTA AIR LINES INC.,GSP,"Greer, SC: Greenville-Spartanburg International",222,36,17.55,5.81,3.86,0,8.77,5,1,2089,769,546,153,0,621
2023,8,DL,DELTA AIR LINES INC.,HNL,"Honolulu, HI: Daniel K Inouye International",291,53,26.38,1,15.25,0,10.37,0,0,3703,2560,23,466,0,654
2023,8,DL,DELTA AIR LINES INC.,HOU,"Houston, TX: William P Hobby",110,33,17.79,0.76,6.4,0,8.05,6,0,3530,2599,85,405,0,441
2023,8,DL,DELTA AIR LINES INC.,HPN,"White Plains, NY: Westchester County",62,15,8.87,0.75,1.52,0,3.86,2,0,764,391,52,116,0,205
2023,8,DL,DELTA AIR LINES INC.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",198,37,16.5,4.13,6.92,0,9.46,7,0,2569,808,728,345,0,688
2023,8,DL,DELTA AIR LINES INC.,IAD,"Washington, DC: Washington Dulles International",275,55,26.25,6.64,7.46,0,14.64,3,1,4191,1671,623,505,0,1392
2023,8,DL,DELTA AIR LINES INC.,IAH,"Houston, TX: George Bush Intercontinental/Houston",706,143,70.96,5.07,33.69,0,33.27,13,1,13484,7736,1491,1637,0,2620
2023,8,DL,DELTA AIR LINES INC.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",90,18,10.61,0.11,2.49,0,4.78,3,0,997,476,26,93,0,402
2023,8,DL,DELTA AIR LINES INC.,ILM,"Wilmington, NC: Wilmington International",62,11,6.76,0.69,0.84,0,2.7,2,0,938,482,136,30,0,290
2023,8,DL,DELTA AIR LINES INC.,IND,"Indianapolis, IN: Indianapolis International",390,85,49.84,6.44,16.16,0,12.56,4,0,6516,3810,1144,771,0,791
2023,8,DL,DELTA AIR LINES INC.,JAC,"Jackson, WY: Jackson Hole",137,30,15.68,2.35,6.6,0,5.37,0,0,1803,1033,208,272,0,290
2023,8,DL,DELTA AIR LINES INC.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",199,39,18.56,1.5,8.6,0,10.34,3,0,2856,1208,81,796,0,771
2023,8,DL,DELTA AIR LINES INC.,JAX,"Jacksonville, FL: Jacksonville International",439,120,66.56,5.75,22.91,0,24.79,16,1,7739,4565,435,1203,0,1536
2023,8,DL,DELTA AIR LINES INC.,JFK,"New York, NY: John F. Kennedy International",2527,442,160.43,15.88,120.59,1,144.1,19,3,41797,21454,2364,5403,27,12549
2023,8,DL,DELTA AIR LINES INC.,JNU,"Juneau, AK: Juneau International",31,4,3,0,0.12,0,0.88,0,0,68,51,0,2,0,15
2023,8,DL,DELTA AIR LINES INC.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",62,6,3.6,0,0.84,0,1.56,0,0,212,149,0,26,0,37
2023,8,DL,DELTA AIR LINES INC.,LAS,"Las Vegas, NV: Harry Reid International",1320,263,113.69,9.28,65.27,1,73.76,10,4,15916,7740,809,2724,48,4595
2023,8,DL,DELTA AIR LINES INC.,LAX,"Los Angeles, CA: Los Angeles International",3348,610,252.91,28.97,147.87,1.38,178.88,29,3,48703,24768,3604,6509,120,13702
2023,8,DL,DELTA AIR LINES INC.,LEX,"Lexington, KY: Blue Grass",168,27,6.96,2.71,6.41,0,10.93,4,2,2095,567,262,466,0,800
2023,8,DL,DELTA AIR LINES INC.,LGA,"New York, NY: LaGuardia",2164,368,138.08,22.12,81.4,2.49,123.91,42,7,28020,10486,1701,6227,97,9509
2023,8,DL,DELTA AIR LINES INC.,LIH,"Lihue, HI: Lihue Airport",62,3,2.61,0,0.39,0,0,0,0,81,68,0,13,0,0
2023,8,DL,DELTA AIR LINES INC.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",168,42,20.2,3.45,8.87,0,9.48,3,1,2188,971,205,413,0,599
2023,8,DL,DELTA AIR LINES INC.,MCI,"Kansas City, MO: Kansas City International",640,155,88.37,6.97,22.4,0,37.26,10,0,11540,7173,824,1055,0,2488
2023,8,DL,DELTA AIR LINES INC.,MCO,"Orlando, FL: Orlando International",1723,398,157.36,14.8,134.67,0,91.17,12,8,25221,10291,1699,7313,0,5918
2023,8,DL,DELTA AIR LINES INC.,MDT,"Harrisburg, PA: Harrisburg International",89,10,6.53,0,1.23,0,2.24,0,0,527,314,0,43,0,170
2023,8,DL,DELTA AIR LINES INC.,MDW,"Chicago, IL: Chicago Midway International",120,30,14.32,0.64,5.49,0,9.55,4,1,1861,1083,49,232,0,497
2023,8,DL,DELTA AIR LINES INC.,MEM,"Memphis, TN: Memphis International",420,93,43.82,4.24,15.87,0,29.07,9,2,6856,3485,503,750,0,2118
2023,8,DL,DELTA AIR LINES INC.,MIA,"Miami, FL: Miami International",840,214,76.11,7.03,83.74,0,47.12,6,7,14702,6604,325,4244,0,3529
2023,8,DL,DELTA AIR LINES INC.,MKE,"Milwaukee, WI: General Mitchell International",433,99,49.91,5.25,17.5,0,26.34,8,0,10393,6354,1258,753,0,2028
2023,8,DL,DELTA AIR LINES INC.,MLB,"Melbourne, FL: Melbourne Orlando International",124,23,4.88,2.1,10.59,0,5.43,3,0,1725,562,203,484,0,476
2023,8,DL,DELTA AIR LINES INC.,MOB,"Mobile, AL: Mobile Regional",33,8,7.79,0,0.21,0,0,3,0,556,552,0,4,0,0
2023,8,DL,DELTA AIR LINES INC.,MSN,"Madison, WI: Dane County Regional-Truax Field",195,32,14.5,0,7.07,0,10.43,2,1,2030,997,0,265,0,768
2023,8,DL,DELTA AIR LINES INC.,MSO,"Missoula, MT: Missoula Montana",93,13,8.8,0,0.3,0,3.9,1,0,870,643,0,14,0,213
2023,8,DL,DELTA AIR LINES INC.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",6471,948,333.82,30.4,171.29,2.03,410.46,48,7,81782,41152,2833,7655,90,30052
2023,8,DL,DELTA AIR LINES INC.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",566,118,59.51,8.17,21.67,0,28.65,5,3,9124,4560,935,1053,0,2576
2023,8,DL,DELTA AIR LINES INC.,MYR,"Myrtle Beach, SC: Myrtle Beach International",176,36,16.57,2.82,3.81,0,12.8,8,0,2516,1050,408,207,0,851
2023,8,DL,DELTA AIR LINES INC.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",58,12,8.71,0.66,1.26,0,1.37,1,0,789,575,31,35,0,148
2023,8,DL,DELTA AIR LINES INC.,OAK,"Oakland, CA: Metro Oakland International",31,4,2.92,0,0,0,1.08,0,0,956,881,0,0,0,75
2023,8,DL,DELTA AIR LINES INC.,OGG,"Kahului, HI: Kahului Airport",93,14,5.25,1.88,2.35,0,4.52,1,2,771,225,106,86,0,354
2023,8,DL,DELTA AIR LINES INC.,OKC,"Oklahoma City, OK: Will Rogers World",148,37,14.77,3.56,7.52,0,11.15,2,0,3002,1418,319,376,0,889
2023,8,DL,DELTA AIR LINES INC.,OMA,"Omaha, NE: Eppley Airfield",179,47,17.48,2.32,10.02,0,17.18,2,0,4102,2346,238,327,0,1191
2023,8,DL,DELTA AIR LINES INC.,ONT,"Ontario, CA: Ontario International",239,59,27.65,2.44,15.21,0.76,12.95,5,0,4498,2242,223,455,37,1541
2023,8,DL,DELTA AIR LINES INC.,ORD,"Chicago, IL: Chicago O'Hare International",1040,265,117.03,8.57,69.43,0,69.97,16,9,19013,8913,762,3975,0,5363
2023,8,DL,DELTA AIR LINES INC.,ORF,"Norfolk, VA: Norfolk International",215,51,29.34,5.73,8.5,0,7.43,6,0,2903,1224,555,490,0,634
2023,8,DL,DELTA AIR LINES INC.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",554,140,53.29,3.9,45.35,0,37.46,10,0,9747,4130,382,2319,0,2916
2023,8,DL,DELTA AIR LINES INC.,PDX,"Portland, OR: Portland International",706,70,32.58,5.22,11.55,0,20.65,5,1,4097,2157,300,536,0,1104
2023,8,DL,DELTA AIR LINES INC.,PHL,"Philadelphia, PA: Philadelphia International",564,112,65.93,7.26,16.26,0,22.55,11,2,7848,4420,437,1137,0,1854
2023,8,DL,DELTA AIR LINES INC.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",864,158,74.48,8.75,33.6,0,41.18,10,3,10874,5001,932,1935,0,3006
2023,8,DL,DELTA AIR LINES INC.,PIT,"Pittsburgh, PA: Pittsburgh International",257,58,26.31,1.98,12.1,0,17.6,5,1,3061,1318,131,412,0,1200
2023,8,DL,DELTA AIR LINES INC.,PNS,"Pensacola, FL: Pensacola International",202,36,22.29,2.72,2.86,0,8.12,6,0,3406,1862,370,294,0,880
2023,8,DL,DELTA AIR LINES INC.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",31,10,6.92,0,1.28,0,1.8,0,0,546,421,0,36,0,89
2023,8,DL,DELTA AIR LINES INC.,PVD,"Providence, RI: Rhode Island Tf Green International",161,47,29.04,3.55,5.85,0,8.56,2,0,3904,2271,873,272,0,488
2023,8,DL,DELTA AIR LINES INC.,PWM,"Portland, ME: Portland International Jetport",152,26,9.23,2.78,11.39,0,2.59,1,0,2391,1517,168,485,0,221
2023,8,DL,DELTA AIR LINES INC.,RAP,"Rapid City, SD: Rapid City Regional",31,10,7.77,0,0.11,0,2.13,0,0,537,362,0,5,0,170
2023,8,DL,DELTA AIR LINES INC.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",975,212,84.11,5.57,37.83,0,84.49,17,2,14295,6197,582,1421,0,6095
2023,8,DL,DELTA AIR LINES INC.,RIC,"Richmond, VA: Richmond International",207,59,34.44,5.19,7.57,0,11.79,5,0,3450,2125,379,310,0,636
2023,8,DL,DELTA AIR LINES INC.,RNO,"Reno, NV: Reno/Tahoe International",75,10,5.72,0,0,0,4.28,2,0,441,259,0,0,0,182
2023,8,DL,DELTA AIR LINES INC.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",31,11,4,0,0.56,0,6.44,2,0,1689,864,0,25,0,800
2023,8,DL,DELTA AIR LINES INC.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",94,32,15.84,1.24,5.75,0,9.16,2,0,2721,1512,78,230,0,901
2023,8,DL,DELTA AIR LINES INC.,RST,"Rochester, MN: Rochester International",31,8,4.21,0,1.24,0,2.55,0,0,324,153,0,21,0,150
2023,8,DL,DELTA AIR LINES INC.,RSW,"Fort Myers, FL: Southwest Florida International",491,85,34.05,2.82,30.86,0,17.27,18,1,5579,2245,201,1657,0,1476
2023,8,DL,DELTA AIR LINES INC.,SAN,"San Diego, CA: San Diego International",843,186,85.8,5.08,53.28,0,41.85,13,6,11587,7049,325,2168,0,2045
2023,8,DL,DELTA AIR LINES INC.,SAT,"San Antonio, TX: San Antonio International",568,113,65.84,3.22,19.29,0,24.66,6,0,8801,6064,110,790,0,1837
2023,8,DL,DELTA AIR LINES INC.,SAV,"Savannah, GA: Savannah/Hilton Head International",251,50,20.19,1.02,18.04,0,10.75,11,1,3172,1272,170,726,0,1004
2023,8,DL,DELTA AIR LINES INC.,SDF,"Louisville, KY: Louisville Muhammad Ali International",196,35,18.24,0.8,4.75,0,11.21,3,0,2563,1544,51,186,0,782
2023,8,DL,DELTA AIR LINES INC.,SEA,"Seattle, WA: Seattle/Tacoma International",3201,391,149.62,16.7,79.87,0,144.81,29,4,36535,19341,1439,3245,0,12510
2023,8,DL,DELTA AIR LINES INC.,SFO,"San Francisco, CA: San Francisco International",1243,226,103.02,8.17,55.89,0,58.93,15,0,13967,7440,1273,1837,0,3417
2023,8,DL,DELTA AIR LINES INC.,SGF,"Springfield, MO: Springfield-Branson National",89,16,5.85,1.32,6.66,0,2.16,2,0,655,279,44,219,0,113
2023,8,DL,DELTA AIR LINES INC.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",271,40,24.02,2.24,5.76,0,7.99,4,0,3765,2017,587,340,0,821
2023,8,DL,DELTA AIR LINES INC.,SJU,"San Juan, PR: Luis Munoz Marin International",272,57,27.07,2.17,18.19,0,9.57,0,1,4095,2421,86,616,0,972
2023,8,DL,DELTA AIR LINES INC.,SLC,"Salt Lake City, UT: Salt Lake City International",4710,644,238.56,22.58,105.03,0,277.83,32,15,58212,26017,2266,4878,0,25051
2023,8,DL,DELTA AIR LINES INC.,SMF,"Sacramento, CA: Sacramento International",279,51,31.47,3.74,9.36,0,6.43,0,0,5603,3844,419,472,0,868
2023,8,DL,DELTA AIR LINES INC.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",447,77,36.55,5.28,22.73,0,12.44,6,2,4492,2920,312,825,0,435
2023,8,DL,DELTA AIR LINES INC.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",211,44,24.14,3,8.57,0,8.28,10,0,2852,1557,230,417,0,648
2023,8,DL,DELTA AIR LINES INC.,STL,"St. Louis, MO: St Louis Lambert International",526,87,42.46,7.75,13.49,0,23.31,7,1,5728,3242,470,505,0,1511
2023,8,DL,DELTA AIR LINES INC.,STT,"Charlotte Amalie, VI: Cyril E King",48,5,3.85,0,0.8,0,0.35,0,0,257,229,0,20,0,8
2023,8,DL,DELTA AIR LINES INC.,STX,"Christiansted, VI: Henry E. Rohlsen",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,8,DL,DELTA AIR LINES INC.,SYR,"Syracuse, NY: Syracuse Hancock International",89,28,13.8,1.56,4.16,0,8.48,1,0,2026,1173,248,141,0,464
2023,8,DL,DELTA AIR LINES INC.,TLH,"Tallahassee, FL: Tallahassee International",174,29,17.16,0.12,8.4,0,3.31,12,0,1626,905,12,441,0,268
2023,8,DL,DELTA AIR LINES INC.,TPA,"Tampa, FL: Tampa International",1070,206,96.96,8.52,43.81,3.43,53.28,77,5,13151,6873,1020,2036,246,2976
2023,8,DL,DELTA AIR LINES INC.,TUL,"Tulsa, OK: Tulsa International",141,21,6.96,1,8.22,0,4.82,3,1,1307,284,221,350,0,452
2023,8,DL,DELTA AIR LINES INC.,TUS,"Tucson, AZ: Tucson International",93,15,7.81,1,4.44,0,1.75,1,0,1063,796,71,136,0,60
2023,8,DL,DELTA AIR LINES INC.,TVC,"Traverse City, MI: Cherry Capital",35,10,6.41,0,0.14,0,3.45,2,0,1710,1388,0,3,0,319
